event_name,datetime,description,host_org,event_perks,categories,location,event_weekend
Reignited Local,2024-08-30 17:00:00,"Do you want to play some fighting games? Well, do we have the event for you! Join our Smash and Fighting Game communities at our Reignited local for Smash Bros Ultimate and various fighting games on a rotation. Make sure to join our Discord to stay updated on bracket links and games being run!  discord.gg/sundevilgaming",Sun Devil Gaming,,,"Education Lecture Hall100 E Gammage Pkwy, Tempe, ",0
Research Ready: Enhance Resume and Professional Connections,2024-11-04 18:30:00,"Hosted by the Black Medical Student Association and ASU Career Services, this event will equip pre med students with the skills needed to secure research programs and internships. Learn how to enhance your resume and leverage professional networking, ensuring you're well prepared and can stand out for future career opportunities.",Black Medical Student Association, Stuff,"Career and Professional Development, Club Meetings","Hayden Library, C7",0
Rock the Rec,2024-08-19 19:00:00,"Come join us for Rock the Rec at the Polytechnic Sun Devil Fitness Center! We will be showing off our entire facility including the gym, weight room, basketball courts and pool! We will have fun games, giveaways, and food from Hot Bamboo.",Host OrganizationS Sun Devil Fitness & Wellness – Poly, Food   Stuff,"Changemaker Central, General, Sun Devil Fitness/Wellness, Welcome Event, Sync","Polytechnic Sun Devil Fitness Center5950 S Tweet St, Mesa, ",0
Rock the Rec,2024-08-21 14:00:00,"Sun Devil Fitness programs and building will be showcased!  Mini Golf, Arcade Games, Pickleball, Badminton, and much, much more will be available to play!  Sport Clubs and Health/Wellness Organizations will be tabling.",Sun Devil Fitness & Wellness – Tempe,,"Clubs and Organization Information, General, Sun Devil Fitness/Wellness, Welcome Event, Community Service, In-Person Event","Sun Devil Fitness Complex400 E. Apache Blvd , Tempe,  ",0
Rooftop Welcome Mixer - Get to know other Christians on Campus,2024-08-26 19:00:00,"Meet other Christians and kick off the school year with carnival games, food + prizes on the roof top of the Tempe First United Methodist Church.",Valley Wesley at , Food   Stuff,"Welcome Event, In-Person Event, New Student Experience","Tempe First United Methodist Church215 E University Dr , Tempe, ",0
SCC Open House,2024-08-21 11:00:00,"Join us on August 21st for the Student Connection and Community open house! Come meet the SCC team and learn how you can get involved on campus!  Join us for snacks, fun activities, music, and more.",Student Connection and Community - West,,,University Center Building (UCB) 110,0
SCETL Student Assembly Debate Night,2024-09-27 18:00:00,"Join the SCETL Student Assembly for a debate night! All are welcome  no experience necessary. Topic TBD, stay tuned.",The SCETL Student Assembly,,,La P (MU),0
SCETL Student Assembly Movie Night,2024-09-20 18:00:00,Join the SCETL Student Assembly for a great opportunity to meet the SCETL community and enjoy a movie and snacks!,The SCETL Student Assembly, Food,,Pima Auditorium (MU),0
SDFC Tabling,2024-08-26 10:00:00,Rush tabling outside of the SDFC to find guys interested in Greek life.,Sigma Alpha Mu,,In-Person Event,"Sun Devil Fitness Center  400 E Apache Blvd, Tempe,  85281",0
SEA Weekly Meeting,2024-09-09 18:00:00,"Come join the Student Economics Association for our weekly meeting! We host a variety of events including debate nights, guest speakers, special topics economics presentations, and socials.",Student Economics Association,,,Business Administration C-Wing,0
SEAASA General Meeting,2024-09-04 18:30:00,"The purpose of the Southeast Asian American Student Association (SEAASA) organization is to promote cultural awareness and understanding of the Southeast Asian cultures at ASU through various social activities, community service, and educational events. SEAASA is an organization directed towards the advocacy for the often underrepresented/misrepresented communities of Southeast Asian Americans. SEAASA aims to instill cultural pride by sharing and immersing its members in the diverse ethnic traditions as well as teach its members the history of Southeast Asian immigration to the United States. Not only does this organization embrace the beauty and diversity of Southeast Asian cultures, but it aims to acknowledge and support the different experiences that Southeast Asian Americans face from their identities as both Southeast Asian and American.",Southeast Asian American Student Association,,,ASU Tempe Campus,0
SKY Happiness  Retreat,2024-09-20 17:30:00,"The SKY Happiness retreat is an engaging and immersive self development retreat tailored for students, staff, and faculty. Participants establish a daily evidence based meditation practice, acquire stress management and leadership skills, learn strategies for social connection, and actively engage in peer driven service initiatives. Numerous Students, staff and faculty members from renowned universities nationwide, such as Stanford, MIT, and Harvard, have reported that the retreat and its techniques have enhanced their leadership abilities. This is achieved by reducing stress, boosting energy levels, refining time management, and bolstering confidence in interpersonal relationships. The techniques and exercises in the workshop are meticulously designed to facilitate deep relaxation and stress relief for both the body and mind. It's an enjoyable and rejuvenating retreat that prioritizes your present and future well being. SCHEDULE:   Sept 20th, Friday | 5:30 pm   8:30 pm PST   Sept 21st, Saturday | 10 am   1 pm PST   Sept 22nd, Sunday | 10 am   1pm PST Venue: Bulldog Hall, Room 201 611 E Orange St., Tempe, AZ 85281",#SKYMEDITATION,,,"Bulldog Hall, Room 201611 E. Orange St. , Tempe, ",0
SKY Happiness  Retreat,2024-10-18 17:30:00,"The SKY Happiness retreat is an engaging and immersive self development retreat tailored for students, staff, and faculty. Participants establish a daily evidence based meditation practice, acquire stress management and leadership skills, learn strategies for social connection, and actively engage in peer driven service initiatives. Numerous Students, staff and faculty members from renowned universities nationwide, such as Stanford, MIT, and Harvard, have reported that the retreat and its techniques have enhanced their leadership abilities. This is achieved by reducing stress, boosting energy levels, refining time management, and bolstering confidence in interpersonal relationships. The techniques and exercises in the workshop are meticulously designed to facilitate deep relaxation and stress relief for both the body and mind. It's an enjoyable and rejuvenating retreat that prioritizes your present and future well being. SCHEDULE:   Oct 18th, Friday | 5:30 pm   8:30 pm PST   Oct 19th, Saturday | 10 am   1 pm PST   Oct 20st, Sunday | 10 am   1pm PST Venue: Bulldog Hall, Room 201 611 E Orange St., Tempe, AZ 85281",#SKYMEDITATION,,,"Bulldog Hall, Room 201611 E. Orange St. , Tempe, ",0
SKY Happiness  Retreat,2024-11-15 17:30:00,"The SKY Happiness retreat is an engaging and immersive self development retreat tailored for students, staff, and faculty. Participants establish a daily evidence based meditation practice, acquire stress management and leadership skills, learn strategies for social connection, and actively engage in peer driven service initiatives. Numerous Students, staff and faculty members from renowned universities nationwide, such as Stanford, MIT, and Harvard, have reported that the retreat and its techniques have enhanced their leadership abilities. This is achieved by reducing stress, boosting energy levels, refining time management, and bolstering confidence in interpersonal relationships. The techniques and exercises in the workshop are meticulously designed to facilitate deep relaxation and stress relief for both the body and mind. It's an enjoyable and rejuvenating retreat that prioritizes your present and future well being. SCHEDULE:   Nov 15th, Friday | 5:30 pm   8:30 pm PST   Nov 16th, Saturday | 10 am   1 pm PST   Nov 17th, Sunday | 10 am   1pm PST Venue: Bulldog Hall, Room 201 611 E Orange St., Tempe, AZ 85281",#SKYMEDITATION,,,"Bulldog Hall, Room 201611 E. Orange St. , Tempe, ",0
SPS First Meeting,2024-08-29 18:00:00,"Join us for an introduction to the Society of Physics Students and a fun game of physics Jeopardy at our first official meeting of the year. The meeting will be in PSF 186 at 6:00 PM. Pizza and beverages will be provided, so come for a night of fun, games, and food!",Society of Physics Students at , Food,Club Meetings,"PSF 186550 E Tyler Mall, Tempe, ",0
SPS Grad Student Panel,2024-09-19 18:00:00,"Join us in PSF 186 at 6:00 PM to learn from a panel of graduate students. You can ask questions about applying to grad school, their research, what day to day life is like, and anything else you want. Pizza and drinks will be provided. This is a great opportunity to learn relevant information to your career, so we would love for you to attend!",Society of Physics Students at , Food,Club Meetings,"PSF 186550 E Tyler Mall, Tempe, ",0
